id,name
1218 "Raghavachari, S"
1219 "Glazier, J"
1220 "Rain, J"
1221 "Ramasco, J"
1222 "Ramezanpour, A"
1223 "Karimipour, V"
1224 "Mashaghi, A"
1225 "Rapoport, A"
1226 "Chammah, A"
1227 "Horvath, W"
1228 "Somera, A"
1229 "Mongru, D"
1230 "Reichardt, J"
1231 "Resnick, P"
1232 "Varian, H"
1233 "Ress, G"
1234 "Kreiman, G"
1235 "Restrepo, J"
1236 "Hunt, B"
1237 "Rives, A"
1238 "Galitski, T"
1239 "Darbydowman, K"
1240 "Roethlisberger, F"
1241 "Dickson, W"
1242 "Rogers, J"
1243 "Wille, L"
1244 "Rogister, F"
1245 "Thornburg, K"
1246 "Fabiny, L"
1247 "Moller, M"
1248 "Romano, S"
1249 "Eguia, M"
1250 "Rosa, E"
1251 "Hess, M"
1252 "Rosato, V"
1253 "Bologna, S"
1254 "Tiriticco, F"
1255 "Rosvall, M"
1256 "Baldwin, J"
1257 "Trotter, R"
1258 "Rougemont, J"
1259 "Hingamp, P"
1260 "Roxin, A"
1261 "Riecke, H"
1262 "Solla, S"
1263 "Rozenfeld, A"
1264 "Rulkov, N"
1265 "Sushchik, M"
1266 "Tsimring, L"
1267 "Abarbanel, H"
1268 "Gomez, S"
1269 "Sabidussi, G"
1270 "Sachtjen, M"
1271 "Sakaguchi, H"
1272 "Shinomoto, S"
1273 "Sander, L"
1274 "Warren, C"
1275 "Simon, C"
1276 "Koopman, J"
1277 "Sator, N"
1278 "Blackmore, C"
1279 "Grant, S"
1280 "Payne, B"
1281 "Baddeley, R"
1282 "Schafer, C"
1283 "Abel, H"
1284 "Schelling, T"
1285 "Schneeberger, A"
1286 "Schuster, S"
1287 "Pfeiffer, T"
1288 "Moldenhauer, F"
1289 "Koch, I"
1290 "Dandekar, T"
1291 "Schuz, A"
1292 "Schwartz, I"
1293 "Billings, L"
1294 "Bollt, E"
1295 "Schwartz, N"
1296 "Scott, J"
1297 "Searls, D"
1298 "Seary, A"
1299 "Richards, W"
1300 "Sedgewick, R"
1301 "Seglen, P"
1302 "Seidman, S"
1303 "Banerjee, K"
1304 "Biswas, T"
1305 "Chakrabarti, B"
1306 "Dasgupta, S"
1307 "Chatterjee, A"
1308 "Sreeram, P"
1309 "Mukherjee, G"
1310 "Shardanand, U"
1311 "Maes, P"
1312 "Shefi, O"
1313 "Golding, I"
1314 "Segev, R"
1315 "Benjacob, E"
1316 "Ayali, A"
1317 "Shepard, R"
1318 "Sherrington, D"
1319 "Shockley, W"
1320 "Shuai, J"
1321 "Durand, D"
1322 "Sigman, M"
1323 "Simard, D"
1324 "Nadeau, L"
1325 "Kroger, H"
1326 "Singh, B"
1327 "Gupte, N"
1328 "Smith, D"
1329 "Timberlake, M"
1330 "Smith, R"
1331 "Snel, B"
1332 "Bork, P"
1333 "Huynen, M"
1334 "Snijders, T"
1335 "Soares, D"
1336 "Tsallis, C"
1337 "Mariz, A"
1338 "Dasilva, L"
1339 "Socolar, J"
1340 "Soderberg, B"
1341 "Soffer, S"
1342 "Kepler, T"
1343 "Salazarciudad, I"
1344 "Garciafernandez, J"
1345 "Solomonoff, R"
1346 "Crisanti, A"
1347 "Song, C"
1348 "Makse, H"
1349 "Song, S"
1350 "Sjostrom, P"
1351 "Reigl, M"
1352 "Nelson, S"
1353 "Sotelo, C"
1354 "Spirin, V"
1355 "Mirny, L"
1356 "Sporns, O"
1357 "Tononi, G"
1358 "Edelman, G"
1359 "Zwi, J"
1360 "Stam, C"
1361 "Aharony, A"
1362 "Adler, J"
1363 "Meyerortmanns, H"
1364 "Stelling, J"
1365 "Klamt, S"
1366 "Bettenbrock, K"
1367 "Gilles, E"
1368 "Kamper, L"
1369 "Bozkurt, A"
1370 "Stephenson, K"
1371 "Zelen, M"
1372 "Steyvers, M"
1373 "Tenenbaum, J"
1374 "Stiller, J"
1375 "Nettle, D"
1376 "Dunbar, R"
1377 "Stilwell, D"
1378 "Roberson, D"
1379 "Stoneham, A"
1380 "Stuart, J"
1381 "Suchecki, K"
1382 "Svenson, P"
1383 "Swedberg, R"
1384 "Szabo, G"
1385 "Alava, M"
1386 "Sznajdweron, K"
1387 "Sznajd, J"
1388 "Szymanski, J"
1389 "Thurner, S"
1390 "Takayasu, M"
1391 "Takayasu, H"
1392 "Sato, T"
1393 "Tanaka, R"
1394 "Tass, P"
1395 "Weule, M"
1396 "Volkmann, J"
1397 "Freund, H"
1398 "Terman, D"
1399 "Ticos, C"
1400 "Rosajr, E"
1401 "Pardo, W"
1402 "Walkenstein, J"
1403 "Monti, M"
1404 "Tieri, P"
1405 "Valensin, S"
1406 "Castellani, G"
1407 "Remondini, D"
1408 "Franceschi, C"
1409 "Timme, M"
1410 "Wolf, F"
1411 "Mcintosh, A"
1412 "Tornow, S"
1413 "Kozma, B"
1414 "Hengartner, N"
1415 "Korniss, G"
1416 "Torres, J"
1417 "Garrido, P"
1418 "Travers, J"
1419 "Dealbuquerque, M"
1420 "Tsodyks, M"
1421 "Kenet, T"
1422 "Grinvald, A"
1423 "Arieli, A"
1424 "Tyler, J"
1425 "Wilkinson, D"
1426 "Tyson, J"
1427 "Csikasznage, A"
1428 "Novak, B"
1429 "Uetz, P"
1430 "Cagney, G"
1431 "Mansfield, T"
1432 "Judson, R"
1433 "Knight, J"
1434 "Lockshon, D"
1435 "Narayan, V"
1436 "Srinivasan, M"
1437 "Pochart, P"
1438 "Qureshiemili, A"
1439 "Li, Y"
1440 "Godwin, B"
1441 "Conover, D"
1442 "Kalbfleisch, T"
1443 "Vijayadamodar, G"
1444 "Yang, M"
1445 "Johnston, M"
1446 "Fields, S"
1447 "Rothberg, J"
1448 "Glot, L"
1449 "Valente, T"
1450 "Foreman, R"
1451 "Cancho, R"
1452 "Vannucchi, F"
1453 "Vanputten, M"
1454 "Vanvreeswijk, C"
1455 "Vanwiggeren, G"
1456 "Varela, F"
1457 "Lachaux, J"
1458 "Rodriguez, E"
1459 "Martinerie, J"
1460 "Flammini, A"
1461 "Vazquez, F"
1462 "Venkatesh, S"
1463 "Verdasca, J"
1464 "Vezoli, J"
1465 "Falchier, A"
1466 "Knoblauch, K"
1467 "Kennedy, H"
1468 "Czirok, A"
1469 "Cohen, I"
1470 "Shochet, O"
1471 "Vogelstein, B"
1472 "Lane, D"
1473 "Levine, A"
1474 "Vogels, W"
1475 "Vanrenesse, R"
1476 "Birman, K"
1477 "Volchenkov, D"
1478 "Volchenkova, L"
1479 "Vonneumann, J"
1480 "Morgenstern, O"
1481 "Vragovic, I"
1482 "Louis, E"
1483 "Vukadinovic, D"
1484 "Huang, P"
1485 "Erlebach, T"
1486 "Vukmirovic, O"
1487 "Tilghman, S"
1488 "Wall, M"
1489 "Hiavacek, W"
1490 "Walsh, T"
1491 "Wang, B"
1492 "Zhang, F"
1493 "Wang, J"
1494 "Dewilde, P"
1495 "Wang, S"
1496 "Zhang, C"
1497 "Xu, J"
1498 "Pattison, P"
1499 "Waxman, B"
1500 "Weeks, M"
1501 "Clair, S"
1502 "Radda, K"
1503 "Schensul, J"
1504 "Wellman, B"
1505 "Salaff, J"
1506 "Dimitrova, D"
1507 "Garton, L"
1508 "Gulia, M"
1509 "Haythornthwaite, C"
1510 "West, D"
1511 "West, G"
1512 "Brown, J"
1513 "Enquist, B"
1514 "Nazer, N"
1515 "Southgate, E"
1516 "Thompson, J"
1517 "Brenner, S"
1518 "Whittington, M"
1519 "Traub, R"
1520 "Buhl, E"
1521 "Winfree, A"
1522 "Winful, H"
1523 "Rahman, L"
1524 "Wolfram, S"
1525 "Wood, A"
1526 "Wollenberg, B"
1527 "Woolf, M"
1528 "Wormald, N"
1529 "Wuchty, S"
1530 "Wu, C"
1531 "Chua, L"
1532 "Wu, F"
1533 "Rice, D"
1534 "Salwinski, L"
1535 "Baron, M"
1536 "Xulvibrunet, R"
1537 "Yang, K"
1538 "Huang, L"
1539 "Yang, L"
1540 "Yan, G"
1541 "Zhou, T"
1542 "Fu, Z"
1543 "Yaoum, Y"
1544 "Laumann, E"
1545 "Yehia, A"
1546 "Jeandupreux, D"
1547 "Alonso, F"
1548 "Guevara, M"
1549 "Yeung, M"
1550 "Yook, S"
1551 "Tu, Y"
1552 "Young, H"
1553 "Sager, J"
1554 "Csardi, G"
1555 "Haga, P"
1556 "Yusong, T"
1557 "Lingjiang, K"
1558 "Muren, L"
1559 "Zachary, W"
1560 "Zaks, M"
1561 "Park, E"
1562 "Zaslaver, A"
1563 "Mayo, A"
1564 "Rosenberg, R"
1565 "Bashkin, P"
1566 "Sberro, H"
1567 "Tsalyuk, M"
1568 "Zekri, N"
1569 "Clerc, J"
1570 "Cerdeira, H"
1571 "Chen, S"
1572 "Braun, T"
1573 "Yao, Y"
1574 "Zhan, M"
1575 "Zheng, D"
1576 "Trimper, S"
1577 "Zheng, B"
1578 "Hui, P"
1579 "Zheng, Z"
1580 "Zhongbao, K"
1581 "Changshui, Z"
1582 "Zhou, H"
1583 "Zhou, S"
1584 "Mondragon, R"
1585 "Zhu, H"
1586 "Huang, Z"
1587 "Zhu, J"
1588 "Zimmermann, M"
1589 "Abramson, G"
